area_type,availability,location,id,size,society,total_sqft,bath,balcony,price
Super built-up  Area,Ready To Move,Somasundara Palya,3446,2,Abeesmi,1174,2,3,74
Built-up  Area,Ready To Move,Munnekollal,3447,3,DaniaNe,1560,3,3,75
Super built-up  Area,Ready To Move,HOSUR MAIN ROAD,3448,2,,1464,2,2,56
Plot  Area,Ready To Move,Kanakpura Road,3449,3,,2200,3,2,130
Built-up  Area,Ready To Move,Shivaji Nagar,3450,2,,850,2,2,55
Built-up  Area,Ready To Move,Sahyadri Layout,3451,3,Adthm R,1750,3,1,180
Super built-up  Area,Ready To Move,1st Phase JP Nagar,3452,3,NCaveun,2024,3,,157
Plot  Area,Ready To Move,Mathikere SBM colony,3453,2,,1500,1,0,160
Plot  Area,Ready To Move,"white field,kadugodi",3454,6,,2100,6,,275
Super built-up  Area,Ready To Move,Kodihalli,3455,3,Soianal,2408,4,2,260
Super built-up  Area,Ready To Move,Devanahalli,3456,2,Brrds O,1080,2,1,44
Super built-up  Area,Ready To Move,Indira Nagar,3457,3,,2070,3,2,225
Built-up  Area,18-Dec,Electronic City,3458,2,,1020,2,1,29.46
Super built-up  Area,Ready To Move,Begur Road,3459,3,Dhalsh ,1500,2,3,55
Plot  Area,Ready To Move,Mahalakshmi Layout,3460,4,,1575,5,1,158
Plot  Area,Ready To Move,Kodichikkanahalli,3461,4,,3250,4,1,180
Super built-up  Area,Ready To Move,Uttarahalli,3462,2,,1175,2,1,47
Super built-up  Area,Ready To Move,Channasandra,3463,2,Unm 2El,1030,2,1,34.5
Super built-up  Area,18-Jul,Hebbal,3464,2,Mahosya,1440,2,1,115
Built-up  Area,Ready To Move,Hoodi,3465,2,SMaxyay,1500,2,1,84
Plot  Area,Ready To Move,Thanisandra,3466,1,,1380,1,1,62.1
Built-up  Area,Ready To Move,Bagalur,3467,2,Haows M,1200,2,3,50
Built-up  Area,Ready To Move,Vinayak Nagar,3468,1,,705,1,2,36.5
Super built-up  Area,Ready To Move,Harlur,3469,3,Prncyrn,2240,5,2,155
Super built-up  Area,Ready To Move,Hegde Nagar,3470,3,Sonosty,1584.01,3,1,103
Super built-up  Area,Ready To Move,P Krishnappa Layout,3471,3,Apitea ,1340,3,3,77
Super built-up  Area,Ready To Move,Green Garden Layout,3472,3,Mas 2 H,1800,3,2,70
Super built-up  Area,Ready To Move,R.T. Nagar,3473,2,,1200,2,3,45
Super built-up  Area,18-Nov,Sarjapur  Road,3474,1,AsastDe,685,1,1,40
Super built-up  Area,Ready To Move,Kalkere,3475,2,Sothin ,925,2,3,42
Super built-up  Area,Ready To Move,Crimson Layout,3476,2,ARntyne,1230,2,2,57
Plot  Area,Ready To Move,Manjunath Nagar,3477,5,,1200,5,1,185
Super built-up  Area,Ready To Move,Kodichikkanahalli,3478,2,Aaubyya,1125,2,1,52
Super built-up  Area,Ready To Move,Hebbal,3479,2,,1100,2,1,54
Plot  Area,18-Aug,Jigani,3480,3,Prllasw,2400,3,2,149
Super built-up  Area,18-Jul,Electronic City Phase II,3481,3,Sryalan,1400,2,2,41.58
Plot  Area,Ready To Move,Uttarahalli,3482,7,,1200,7,2,225
Super built-up  Area,Ready To Move,Jakkur,3483,3,Ceezey ,1858,3,1,98.3
Plot  Area,Ready To Move,Adityanagar,3484,1,,1260,1,1,41
Built-up  Area,Ready To Move,Ambedkar Nagar,3485,4,SoechHa,3530,4,2,290
Super built-up  Area,Ready To Move,HSR Layout,3486,2,,1185,2,2,60
Plot  Area,Ready To Move,RMV 2nd Stage,3487,2,,1200,2,1,216
Super built-up  Area,Ready To Move,Hennur,3488,2,,1255,2,1,58
Super built-up  Area,Ready To Move,Rajaji Nagar,3489,4,,3436,6,3,475
Built-up  Area,Ready To Move,Kudlu Gate,3490,3,Brlms P,1335,3,2,89
Super built-up  Area,Ready To Move,Dodda Nekkundi,3491,3,,1999,3,2,132
Plot  Area,Ready To Move,Kanaka Nagar,3492,2,,1200,2,1,125
Super built-up  Area,Ready To Move,Kundalahalli,3493,3,Dieldli,1397,3,2,110
Plot  Area,Ready To Move,Jigani,3494,10,Mae 2ra,1200,10,,105
Super built-up  Area,Ready To Move,Cooke Town,3495,4,,3950,4,,450
Plot  Area,Ready To Move,Yelahanka New Town,3496,2,KHatsFl,1200,2,1,130
Plot  Area,Ready To Move,Chikka Tirupathi,3497,3,,1616,3,0,95
Plot  Area,Ready To Move,Banashankari Stage III,3498,8,,1200,7,2,350
Built-up  Area,Ready To Move,Hanumantha Nagar,3499,4,,1270,2,1,175
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3500,2,GrrvaGr,1140,2,2,38.55
Super built-up  Area,21-Jan,Kanakpura Road,3501,1,PrarePa,525,1,1,30
Plot  Area,Ready To Move,Varthur,3502,3,,1200,2,1,98
Built-up  Area,Ready To Move,Bagalakunte,3503,1,,700,1,1,162
Super built-up  Area,18-Jul,Balagere,3504,2,Soresea,1205.47,2,1,81
Plot  Area,Ready To Move,T Dasarahalli,3505,3,,1200,3,2,130
Super built-up  Area,Ready To Move,Electronic City,3506,3,Naireru,1700,3,2,75
Plot  Area,Ready To Move,Thanisandra,3507,5,,750,4,0,62
Super built-up  Area,21-May,Kanakpura Road,3508,2,GolusLi,1090,2,1,54.54
Super built-up  Area,Ready To Move,Yeshwanthpur,3509,4,IBityin,3600,5,,220
Built-up  Area,Ready To Move,Kundalahalli,3510,1,,2400,1,0,650
Super built-up  Area,19-Mar,Thanisandra,3511,1,Bhe 2ko,923,1,1,60.84
Super built-up  Area,18-May,Muthurayya Swamy Layout,3512,4,MacleK ,3595,6,2,360
Super built-up  Area,Ready To Move,Green Glen Layout,3513,2,GaentAp,1050,2,2,48
Super built-up  Area,Ready To Move,Whitefield,3514,2,UKe 2nz,1495,2,2,79.5
Super built-up  Area,19-Mar,Hennur Road,3515,3,Puachal,1482,,,93.865
Built-up  Area,Ready To Move,Narayanapura,3516,3,,1485,3,2,85
Super built-up  Area,19-Dec,Dommasandra,3517,3,,1033,2,2,31.5
Super built-up  Area,Ready To Move,Electronic City,3518,3,DSgmax ,1400,2,1,48
Built-up  Area,Ready To Move,Indira Nagar,3519,1,,500,1,0,70
Super built-up  Area,Ready To Move,Sarjapur  Road,3520,2,Ascid P,944,2,1,35
Built-up  Area,Ready To Move,Whitefield,3521,5,,3250,5,0,290
Super built-up  Area,19-Mar,Whitefield,3521,2,Prtates,1216,2,1,66.48
Super built-up  Area,Ready To Move,Thirumenahalli,3522,2,,1100,2,1,39.5
Super built-up  Area,Ready To Move,Thanisandra,3523,3,Moity S,1743,3,2,93.25
Super built-up  Area,Ready To Move,Yelahanka,3524,2,Pyikad ,1274,2,2,48.42
Super built-up  Area,Ready To Move,Lavelle Road,3525,3,,2500,3,2,425
Super built-up  Area,Ready To Move,Mysore Road,3526,3,SaodySa,1512,2,2,110
Super built-up  Area,Ready To Move,Dollars Colony,3527,4,,3100,5,1,385
Super built-up  Area,Ready To Move,Cox Town,3528,3,,1650,3,3,100
Built-up  Area,Ready To Move,Doddathoguru,3529,3,SryleHo,1875,3,1,55
Built-up  Area,Ready To Move,Whitefield,3530,3,,1350,3,2,54
Super built-up  Area,Ready To Move,Rajiv Gandhi Nagar,3531,2,,1219,2,2,40
Plot  Area,Ready To Move,Goraguntepalya,3532,4,,1200,4,1,150
Plot  Area,Ready To Move,Sarjapura - Attibele Road,3533,3,,2400,3,3,85
Super built-up  Area,Ready To Move,Hormavu,3534,2,,1141,2,1,44.4
Super built-up  Area,Ready To Move,Anandapura,3535,2,ViensRK,1151,2,1,43.1
Plot  Area,Ready To Move,Bommenahalli,3536,3,Prana S,832,3,1,77
Super built-up  Area,Ready To Move,Sarjapur  Road,3537,2,Shthi S,915,2,1,38
Plot  Area,Ready To Move,Rajankunte,3538,3,,3259,3,0,270
Super built-up  Area,22-Dec,Bannerghatta Road,3539,2,PrarePa,1115,2,1,65.12
Super built-up  Area,Ready To Move,Thigalarapalya,3540,3,Prtanha,2072,4,2,139
Super built-up  Area,Ready To Move,Kaggadasapura,3541,2,MCngeha,1200,2,2,53
Super built-up  Area,Ready To Move,Singasandra,3542,2,Phhidx ,1300,2,2,65
Super built-up  Area,Ready To Move,Bellandur,3543,2,Amivace,1457,2,2,85
Super built-up  Area,Ready To Move,Kannamangala,3544,2,Marnaer,1262,2,2,55
Plot  Area,Ready To Move,BEML Layout,3545,4,,1196,3,1,150
Super built-up  Area,18-Aug,Ananth Nagar,3546,2,,900,2,2,22.5
Built-up  Area,Ready To Move,Attibele,3547,1,Jae 1hu,420,1,1,17
Super built-up  Area,Ready To Move,Kanakapura,3548,2,,1160,2,1,46.39
Super built-up  Area,Ready To Move,Kasavanhalli,3549,2,,1115,2,2,50
Built-up  Area,Ready To Move,JP Nagar,3550,3,,1315,2,1,85.4
Built-up  Area,Ready To Move,Babusapalaya,3551,2,,1500,2,2,57
Super built-up  Area,Ready To Move,HSR Layout,3552,2,SruntFa,1127,2,1,68
Super built-up  Area,18-Feb,Kundalahalli,3553,3,Dieldli,1397,3,2,104
Built-up  Area,20-Dec,Whitefield,3554,2,,1173,2,1,60
Super built-up  Area,Ready To Move,Sompura,3555,2,,1090,2,2,28
Super built-up  Area,Ready To Move,Sarjapur  Road,3556,3,Maana E,2720,5,,210
Super built-up  Area,18-May,Jakkur,3557,2,BrdgeNo,1230,2,1,76
Super built-up  Area,Ready To Move,6th Block Rajaji Nagar,3558,4,,3200,3,3,190
Super built-up  Area,19-Dec,Sarjapur  Road,3559,2,Daivon ,858,2,1,31.57
Super built-up  Area,21-Mar,Talaghattapura,3560,3,Sodgere,1868,3,1,121
Super built-up  Area,Ready To Move,Uttarahalli,3561,3,Baveles,1689.28,3,2,91.2
Built-up  Area,Ready To Move,Vishwapriya Layout,3562,4,,600,3,2,73
Super built-up  Area,Ready To Move,Banashankari,3563,3,,1425,3,3,49.88
Plot  Area,Ready To Move,Subramanyapura,3564,6,,1200,6,2,170
Plot  Area,Ready To Move,Tindlu,3565,2,,1350,2,1,100
Built-up  Area,Ready To Move,Channasandra,3566,6,,4200,6,0,180
Super built-up  Area,Ready To Move,Uttarahalli,3567,3,Ihnueut,1310,2,1,85
Super built-up  Area,18-Jun,Haralur Road,3568,4,SNnia E,2805,,,175
Super built-up  Area,Ready To Move,MLA Layout,3569,2,,970,2,1,40
Super built-up  Area,18-May,Kundalahalli,3570,3,Dieldli,1397,3,3,108
Super built-up  Area,18-Jul,Sarjapur,3571,2,Vehes L,1157,2,1,40
Super built-up  Area,Ready To Move,Kasavanhalli,3572,2,,1125,2,1,61.2
Super built-up  Area,Ready To Move,Sonnenahalli,3573,2,DSgam S,1157,2,1,42
Super built-up  Area,Ready To Move,Sarjapur  Road,3574,2,BModsen,1241,2,1,82
Super built-up  Area,19-Dec,Binny Pete,3575,1,She 2rk,660,1,1,62
Built-up  Area,Ready To Move,Marathahalli,3576,4,PueraRi,4000,4,3,220
Super built-up  Area,Ready To Move,Rajiv Nagar,3577,4,PuoodSk,2340,4,1,148
Built-up  Area,Ready To Move,Venkatadri Layout,3578,1,Raiyai ,596,1,1,42
Super built-up  Area,Ready To Move,Koramangala Industrial Layout,3579,16,,10000,16,,550
Plot  Area,Ready To Move,Kyalasanahalli,3580,4,UpowsMe,1200,4,3,110
Super built-up  Area,Ready To Move,Ambedkar Colony,3581,3,RMcesa ,1910,3,1,190
Super built-up  Area,Ready To Move,Brookefield,3582,2,CidgeKn,1139,2,2,80
Super built-up  Area,Ready To Move,Thigalarapalya,3583,4,Prtanha,3122,5,2,225
Super built-up  Area,19-Aug,Sarjapura - Attibele Road,3584,2,,1033,2,2,28.41
Super built-up  Area,Ready To Move,Yeshwanthpur,3585,2,IBityin,1168,2,2,64.08
Super built-up  Area,Ready To Move,Chandapura,3586,2,,877,2,3,42
Built-up  Area,18-Jul,Electronics City Phase 1,3587,2,Shitt S,1340,2,2,75
Built-up  Area,Ready To Move,B Narayanapura,3588,3,ShentAp,1405,2,2,70
Super built-up  Area,Ready To Move,Siddapura,3589,3,,1800,3,3,65
Built-up  Area,Ready To Move, Devarabeesana Halli,3590,3,Sorisa ,1750,3,3,149
Super built-up  Area,Ready To Move,Motappa Layout,3591,3,Puodse ,1360,2,1,65
Plot  Area,Ready To Move,Malleshwaram,3592,3,,675,2,0,148
Super built-up  Area,19-Jun,Byrasandra,3593,2,Sancy R,985,2,1,63
Super built-up  Area,16-Jul,Victoria Layout,3594,2,,1300,2,1,129
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3595,3,Brngsal,1850,3,2,150
Super built-up  Area,Ready To Move,Rustam Bagh Layout,3596,3,Srowsee,1490,2,3,88
Super built-up  Area,Ready To Move,Byagadadhenahalli,3597,2,VBavaai,620,1,1,25
Super built-up  Area,19-Aug,Hormavu,3598,2,,1130,2,1,42.3
Super built-up  Area,Ready To Move,Yelachenahalli,3599,2,BaiseBa,1080,2,2,55
Built-up  Area,Ready To Move,Singasandra,3600,4,,3126,4,,120
Super built-up  Area,Ready To Move,Begur Road,3601,3,Dhalsh ,1410,2,3,52.17
Super built-up  Area,Ready To Move,Bommanahalli,3602,3,,1375,3,2,59
Super built-up  Area,Ready To Move,Hennur Road,3603,3,Maity W,1290,2,1,94.5
Super built-up  Area,19-Mar,Hosa Road,3604,3,Skume R,1318,2,1,85.28
Super built-up  Area,Ready To Move,Electronic City,3605,2,Prarkun,1128,2,1,68
Plot  Area,Ready To Move,Meenakunte,3606,4,Sreat R,4428,4,2,255
Super built-up  Area,21-Mar,Kanakpura Road,3607,2,GolusLi,1051,2,2,56.74
Plot  Area,Ready To Move,Kengeri,3608,3,,3500,5,0,275
Plot  Area,Ready To Move,Kannamangala,3609,4,MIalerd,2400,4,1,130
Super built-up  Area,Ready To Move,Yelahanka,3610,2,PuziaVe,1327,2,3,85
Super built-up  Area,Ready To Move,Thigalarapalya,3611,4,Prtanha,2912,6,2,210
Super built-up  Area,Ready To Move,Basapura,3612,2,Jaangm ,1301,2,2,55
Super built-up  Area,Ready To Move,Thippasandra,3613,1,,650,1,0,30
Plot  Area,18-Jul,Varthur,3614,3,,1200,3,1,67.75
Super built-up  Area,Ready To Move,Banagiri Nagar,3615,3,,1500,2,2,89.99
Plot  Area,Ready To Move,Kumara Park,3616,4,,2700,6,,675
Plot  Area,Ready To Move,Nagadevanahalli,3617,4,,1350,4,2,145
Built-up  Area,18-Aug,Electronic City Phase II,3618,2,Sryalan,1000,2,1,28.88
Super built-up  Area,19-Nov,Sarjapur  Road,3619,2,AsastDe,984,2,1,45.91
Super built-up  Area,22-May,Jakkur,3620,3,SoineC ,1819.18,3,1,160
Built-up  Area,Ready To Move,Nagarbhavi,3621,1,,900,1,0,175
Super built-up  Area,18-Apr,Hebbal,3622,3,Magiaya,1355,3,1,83.87
Super built-up  Area,Ready To Move,Sarakki Nagar,3623,3,Sowerew,2145,4,1,270
Super built-up  Area,Ready To Move,Malleshwaram,3624,3,Sariaat,2475,4,3,300
Super built-up  Area,18-Aug,Kaggadasapura,3625,2,,1118,2,0,30
Super built-up  Area,Ready To Move,Roopena Agrahara,3626,1,,910,1,1,42
Super built-up  Area,18-May,Madiwala,3627,3,,1250,3,2,39
Super built-up  Area,18-Mar,Hosakerehalli,3628,2,SoageHe,1304,2,3,100
Super built-up  Area,Ready To Move,Begur Road,3629,3,Dhalsh ,1615,3,2,58
Super built-up  Area,Ready To Move,Sarjapur  Road,3630,2,Contsci,1400,2,2,68
Super built-up  Area,Ready To Move,CV Raman Nagar,3631,2,Villeka,1070,2,2,47.5
Super built-up  Area,17-Nov,Hebbal,3632,3,Emceske,3500,3,3,395
Super built-up  Area,22-Jun,Hoodi,3633,2,GoAirej,1132,2,1,89.37
Super built-up  Area,Ready To Move,Rajarajeshwari Nagara,3634,3,,2000,3,2,85
Plot  Area,Ready To Move,Hebbal,3635,7,,2400,5,1,550
Super built-up  Area,Ready To Move,Sector 2 HSR Layout,3636,1,DShtsow,794,1,2,65
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3637,2,Lancyey,1090,2,2,43.59
Super built-up  Area,Ready To Move,Gottigere,3638,3,Pridei ,1500,3,2,70
Super built-up  Area,Ready To Move,1st Phase JP Nagar,3639,3,Prhtsok,2059,3,2,225
Super built-up  Area,21-Jan,Kanakpura Road,3640,1,PrarePa,525,1,1,30
Super built-up  Area,18-May,Bhoganhalli,3641,2,Rosha I,1447,2,1,75.97
Super built-up  Area,20-Dec,Whitefield,3642,2,VaarkMe,1269,2,1,75
Plot  Area,18-Apr,KR Layout,3643,4,,4800,4,0,700
Super built-up  Area,Ready To Move,Kanakpura Road,3644,2,Shiew T,1070,2,2,37.45
Super built-up  Area,Ready To Move,Talaghattapura,3645,2,,1150,2,0,28
Super built-up  Area,Ready To Move,Marathahalli,3646,2,,1208,2,2,70
Super built-up  Area,Ready To Move,Ramamurthy Nagar,3647,2,Cimeshw,1185,2,1,45.5
Plot  Area,Ready To Move,Laggere,3648,3,,1200,3,1,130
Super built-up  Area,Ready To Move,Anekal,3649,2,,888,2,1,34
Super built-up  Area,18-Aug,Chandapura,3650,2,SunceEs,1015,2,2,25.88
Built-up  Area,Ready To Move,Celebrity Paradise Layout,3651,1,,532,1,1,22.49
Super built-up  Area,Ready To Move,St Thomas Town,3652,3,,1060,3,1,62
Built-up  Area,Ready To Move,Electronic City,3653,1,,700,1,1,35
Super built-up  Area,Ready To Move,Ckikkakammana Halli,3654,2,Radhian,902,2,2,42
Plot  Area,Ready To Move,Banashankari 2nd Stage,3655,6,,600,3,3,95
Super built-up  Area,Ready To Move,Uttarahalli,3656,2,,1175,2,1,47
Super built-up  Area,19-Dec,Binny Pete,3657,2,She 2rk,1365,2,1,122
Super built-up  Area,Ready To Move,Doddathoguru,3658,2,Hincy R,984,2,1,51
Plot  Area,Ready To Move,Hebbal,3659,4,,2700,2,2,100
Super built-up  Area,Ready To Move,Jalahalli East,3660,3,,1475,3,2,96
Super built-up  Area,Ready To Move,Haralur Road,3661,2,NDionas,1300,2,2,79
Plot  Area,Ready To Move,5th Block Hbr Layout,3662,5,,1200,6,1,220
Built-up  Area,Ready To Move,Babusapalaya,3663,3,,1453,2,2,43.59
Super built-up  Area,Ready To Move,Munivenkatppa Layout,3664,2,SNiew L,1550,2,3,160
Built-up  Area,Ready To Move,Akshaya Nagar,3665,3,DLhtsnd,1666,3,,95
Plot  Area,Ready To Move,Akshaya Nagar,3665,4,,1410,4,2,160
Plot  Area,18-Mar,Yelahanka,3666,4,Nileyap,4025,5,3,800
Super built-up  Area,Ready To Move,Murugeshpalya,3667,3,Vestas ,1845,3,3,91
Super built-up  Area,Ready To Move,Sarjapura - Attibele Road,3668,3,Puownm ,1676,3,3,52
Super built-up  Area,20-Dec,Uttarahalli,3669,2,PrdgeLa,1137,2,1,63
Super built-up  Area,Ready To Move,Electronic City,3670,3,GMown E,1360,2,1,70.5
Super built-up  Area,Ready To Move,Vijaya Bank Layout,3671,3,FoGemna,1374,2,2,70
Built-up  Area,Ready To Move,Judicial Layout,3672,3,,1700,3,2,155
Plot  Area,Ready To Move,Whitefield,3673,5,,3227,5,0,250
Super built-up  Area,Ready To Move,Ferrar Nagar,3674,4,Cestama,2145,4,,125
Plot  Area,Ready To Move,Koramangala,3675,4,,2400,6,3,600
Super built-up  Area,18-May,Kasavanhalli,3676,3,,2170,3,2,151
Built-up  Area,Ready To Move,Bank Of Baroda Colony,3677,2,,1080,2,1,55
Built-up  Area,Ready To Move,Electronic City Phase II,3678,3,SNbay G,1790,3,3,100
Super built-up  Area,Ready To Move,Doddathoguru,3679,1,,550,1,1,17
Super built-up  Area,Ready To Move,Poorna Pragna Layout,3680,3,,1270,2,2,50.79
Built-up  Area,Ready To Move,Somasundara Palya,3681,2,Ahhtser,1033,2,2,48
Built-up  Area,Ready To Move,Kamala Nagar,3682,2,,1000,2,1,80
Super built-up  Area,19-Dec,Binny Pete,3683,4,She 2rk,2940,6,2,280
Super built-up  Area,Ready To Move,Kumarapalli,3684,2,BMmesHo,1240,2,2,52.6
Plot  Area,Ready To Move,Kasturi Nagar,3685,5,,1650,5,1,450
Super built-up  Area,Ready To Move,Kambipura,3686,2,Prrtht ,883,2,1,39
Built-up  Area,15-Jun,Outer Ring Road East,3687,3,SRzonhu,1500,2,0,97
Super built-up  Area,Ready To Move,Marathahalli,3688,3,Asintas,1730,3,3,139
Super built-up  Area,Ready To Move,Kasavanhalli,3689,3,,1915,3,3,80
Super built-up  Area,Ready To Move,Whitefield,3690,3,BainePr,1545,3,2,79
Super built-up  Area,19-Mar,Marenahalli,3691,3,,1865,4,2,140
Super built-up  Area,Ready To Move,Hebbal Kempapura,3692,2,,1150,2,2,40
Super built-up  Area,18-Aug,HAL 3rd Stage,3693,2,,1200,2,2,49
Built-up  Area,Ready To Move,Kengeri,3694,2,,963,2,2,40
Plot  Area,Ready To Move,Marsur,3695,3,AreraRe,1200,3,1,120
Super built-up  Area,Ready To Move,Basavangudi,3696,4,,2600,4,3,260
Built-up  Area,Ready To Move,Kaikondrahalli,3697,4,Srsica ,1700,4,,108
Super built-up  Area,Ready To Move,Lingadheeranahalli,3698,3,Soiewre,1682,3,1,120
Built-up  Area,Ready To Move,Yelahanka,3699,3,Rarthne,1371,2,2,65
Super built-up  Area,21-Mar,Hennur Road,3700,2,,901,2,1,49.5
Plot  Area,Ready To Move,Vishwapriya Layout,3701,7,,600,7,0,73
Super built-up  Area,Ready To Move,Ambalipura,3702,3,SJarkte,1730,3,1,120
Plot  Area,Ready To Move,Konanakunte,3703,4,,1200,4,0,125
Super built-up  Area,Ready To Move,EPIP Zone,3704,3,SJlynro,1500,3,3,102
Super built-up  Area,Ready To Move,Sarjapur  Road,3705,4,Maana E,3785,6,,280
Built-up  Area,Ready To Move,Nagawara Junction,3706,4,,3500,4,2,245
Carpet  Area,Ready To Move,Lingarajapuram,3707,2,Glnetch,1203,2,1,59.86
Super built-up  Area,Ready To Move,Horamavu Banaswadi,3708,2,,1357,2,2,54
Super built-up  Area,Ready To Move,Vasantha Vallabha Nagar,3709,3,Suensda,1600,3,2,76
Built-up  Area,Ready To Move,Yelahanka New Town,3710,1,KHatsFl,350,1,1,13.5
Super built-up  Area,Ready To Move,Varthur,3711,3,MKllei ,1665,3,1,53
Plot  Area,Ready To Move,Ramamurthy Nagar,3712,3,,1400,3,3,200
Super built-up  Area,Ready To Move,Sarjapur  Road,3713,1,,835,1,1,46.95
Plot  Area,Ready To Move,Chandra Layout,3714,2,,815,3,2,160
Super built-up  Area,Ready To Move,Haralur Road,3715,3,NDionas,1444,2,1,80
Super built-up  Area,Ready To Move,Kanakapura,3716,2,,1277,2,2,55
Super built-up  Area,Ready To Move,Lingadheeranahalli,3717,3,Soiewre,1521,3,1,94.71
Super built-up  Area,Ready To Move,Maithri Layout,3718,2,,1134,2,1,40
Super built-up  Area,Ready To Move,Vasanthapura,3719,2,,995,2,1,34.82
Super built-up  Area,Ready To Move,Old Madras Road,3720,3,Brica E,2760,5,2,157
Built-up  Area,Ready To Move,Marathahalli,3721,2,PueraRi,1325,1,1,92
Built-up  Area,Ready To Move,Kothanur,3722,6,,4000,6,,150
Built-up  Area,Ready To Move,Marathahalli,3723,3,,1525,3,2,90
Super built-up  Area,18-Dec,Raja Rajeshwari Nagar 5th Stage,3724,3,,1320,2,2,73
Super built-up  Area,Ready To Move,Electronics City Phase 1,3725,1,SrnesSr,650,1,1,23
Built-up  Area,Ready To Move,Old Airport Road,3726,3,,1858,2,1,167
Super built-up  Area,21-Aug,Electronic City,3727,2,,1150,2,1,38
Super built-up  Area,Ready To Move,Electronic City Phase II,3728,2,MJtroty,769,2,1,40
Super built-up  Area,Ready To Move,Electronic City,3729,3,Prarkun,1571,3,2,105
Super built-up  Area,Ready To Move,Hennur Road,3730,3,Maity W,1445,3,1,86.56
Super built-up  Area,Ready To Move,Hosur Road,3731,3,Saageat,1590,2,2,135
Super built-up  Area,Ready To Move,Bommasandra,3732,2,Niway G,902,2,2,49
Plot  Area,18-Mar,Sarjapur,3733,3,,2238,3,1,140
Built-up  Area,18-Dec,Electronic City,3734,2,,1090,2,1,31.49
Built-up  Area,Ready To Move,Yelahanka,3735,3,NCowsar,1712,3,3,82
Built-up  Area,Ready To Move,Haralur Road,3736,2,,1088,2,1,68
Super built-up  Area,Ready To Move,Somasundara Palya,3737,3,,1575,3,3,63.1
Plot  Area,Ready To Move,Nanjappa Garden,3738,6,,2150,6,3,205
Super built-up  Area,Ready To Move,Kundalahalli,3739,3,Roima A,1920,3,2,150
Plot  Area,Ready To Move,Margondanahalli,3740,2,,1000,2,0,57
Super built-up  Area,18-Oct,Chennammana Kere,3741,2,,1100,2,2,56.1
Super built-up  Area,Ready To Move,Electronic City,3742,2,Daives ,1089,2,2,45
Built-up  Area,Ready To Move,Horamavu Agara,3743,2,Maows M,1106,2,1,43.09
Super built-up  Area,18-Dec,Kengeri,3744,2,,927,2,2,37
Super built-up  Area,Ready To Move,Kanakpura Road,3745,2,PuandHi,1339,2,2,58
Built-up  Area,21-Dec,Thanisandra,3746,1,Bhe 2ko,923,1,1,45.69
Plot  Area,18-Aug,Sarjapur  Road,3747,3,,2900,3,2,285
Super built-up  Area,Ready To Move,Lakshminarayana Pura,3748,2,RothaVa,1175,2,2,75
Built-up  Area,Ready To Move,Thubarahalli,3749,2,Soowsa ,975,2,1,55
